,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
15,Coffee,6,73.0,329.0,0.8999999999999999,10.3,57.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Sauteed Noodles,6,447.25,1236.0,31.0,57.6,148.5,36.0,235.0,3.9999999999999996,35.0,0.64,0.18,9.200000000000001,0.0
17,Fried Beef,5,214.85,491.0,22.1,29.7,18.7,58.0,188.0,10.0,140.0,0.04,0.14,6.2,2.0
18,Fried Pork,5,345.0,1478.0,54.2,126.6,29.9,138.0,590.0,4.2,105.0,1.6099999999999999,0.55,23.5,6.0
19,Baked Bread,4,159.99,519.0,16.5,6.1,99.4,71.0,142.0,4.9,2.0,0.43,0.25,7.1,0.0
20,Boiled Chicken,4,192.3,349.0,38.0,21.5,1.2,32.0,260.0,2.8000000000000003,2804.0,0.24000000000000002,1.5600000000000003,21.2,16.0
21,Condiment,3,12.5,14.0,0.2,0.0,3.4,4.0,4.0,0.2,0.0,0.0,0.0,0.1,0.0
22,Fried Chicken,3,126.66000000000001,181.0,19.799999999999997,11.399999999999999,0.0,29.0,139.0,1.1,25.0,0.07,0.1,10.100000000000001,3.0
23,Sauteed Fish,3,122.0,164.0,18.5,8.3,4.1,224.0,234.0,0.3,16.0,0.02,0.21,9.1,0.0
24,Fresh Fruit,3,240.0,135.0,1.5,0.8,30.5,71.0,36.0,2.4,128.0,0.12,0.09,1.7,127.0
25,Boiled Pork,3,315.48,828.0,49.6,69.7,0.4,106.0,601.0,4.300000000000001,84.0,1.1,0.46,20.6,4.0
26,Raw Fruit,3,165.0,173.0,2.0,0.5,40.3,28.0,57.0,1.2,8.0,0.04,0.04,1.3,34.0
27,Processed Meat,2,45.0,198.0,13.3,14.9,2.7,41.0,113.0,2.4000000000000004,0.0,0.07,0.16,4.9,0.0
28,Cereals,2,60.0,74.0,2.9000000000000004,0.6,15.5,106.0,0.0,2.8,0.0,0.0,0.32,3.6,0.0
29,Roasted Others,2,60.0,116.0,9.3,8.0,1.9,35.0,62.0,0.6000000000000001,517.0,0.08,0.16,3.5,0.0
30,Fruit,2,100.0,90.0,0.8,0.30000000000000004,20.9,14.0,20.0,0.7,37.0,0.05,0.03,0.5,39.0
31,Duck,1,126.9,199.0,28.9,9.3,0.0,119.0,233.0,3.2,65.0,0.18,0.38,16.9,0.0
32,Sauteed Pork,1,20.79,81.0,3.0,7.7,0.0,3.0,23.0,0.2,1.0,0.12,0.02,1.4,0.0
33,Others,1,250.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Braised Fish,1,56.0,64.0,14.6,0.6,0.0,89.0,109.0,1.2,61.0,0.01,0.02,7.8,0.0
35,Boiled Beef,1,30.0,44.0,7.6,1.5,0.0,10.0,52.0,0.8,64.0,0.03,0.05,2.6,0.0
36,Processed Sweets,1,10.0,38.0,0.4,0.2,8.8,17.0,11.0,0.0,17.0,0.02,0.04,0.1,0.0
37,Boiled Chicken/Beef/Pork,1,30.0,33.0,3.4,0.7,3.1,5.0,32.0,0.1,3.0,0.0,0.02,1.1,0.0
38,Juice,1,200.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,75.0
39,Vegetable,1,257.0,917.0,21.3,3.9,199.2,28.0,221.0,1.0,0.0,0.21,0.13,5.1,0.0
40,Beef,1,55.0,69.0,3.9,2.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Roasted Pork,1,30.0,92.0,5.2,7.9,0.1,4.0,66.0,0.3,3.0,0.15,0.04,2.2,1.0
42,Stir-fried Pork/Chicken,1,23.33,29.0,4.2,0.9,0.9,3.0,35.0,0.8,2153.0,0.07,1.05,3.3,8.0
43,Braised Chicken,1,29.99,39.0,6.5,1.5,0.0,7.0,49.0,0.3,9.0,0.02,0.02,4.0,0.0
44,Fried Seafood,1,13.68,12.0,2.6,0.1,0.3,20.0,29.0,0.2,8.0,0.01,0.01,0.7,0.0
