,Group + Cooking Method,Frequency,Weight,Calories,Protein,Fat,Carbohydrates,Calcium (mg),Phosphorus (mg),Iron (mg),Vitamin A (ug RE),Thiamin (mg),Riboflavin (mg),Niacin (mg NE),Vitamin C (mg)
14,Boiled Noodles,10,519.25,1275.0,28.0,39.8,191.70000000000002,62.0,3.0,13.7,120.0,0.0,0.0,0.0,1.0
15,Fried Vegetable,9,382.71000000000004,364.0,3.6,30.4,19.5,117.0,100.0,1.9000000000000004,46.0,0.32,0.15,2.7,6.0
16,Sauteed Noodles,9,589.75,1422.0,41.9,73.79999999999998,147.7,104.0,301.0,4.1,63.0,0.72,0.25,13.899999999999999,0.0
17,Boiled Chicken,8,351.89,681.0,79.8,39.900000000000006,1.2,103.0,587.0,4.900000000000001,2866.0,0.35,1.7600000000000005,43.6,20.0
18,Boiled Pork,7,367.74,919.0,51.1,78.4,2.0,161.0,561.0,7.300000000000001,136.0,0.8600000000000001,0.52,20.200000000000003,5.0
19,Coffee,7,90.0,405.0,1.0999999999999999,12.700000000000001,71.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Biscuit,7,192.5,885.0,21.3,29.1,124.89999999999999,159.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0
21,Condiment,4,25.0,114.0,0.2,9.9,5.999999999999999,4.0,4.0,0.2,0.0,0.0,0.0,0.1,0.0
22,Fried Beef,4,155.7,315.0,11.6,11.8,25.5,0.0,0.0,1.4,0.0,0.0,0.0,0.0,2.0
23,Fried Chicken,4,141.7,282.0,25.4,20.0,0.0,51.0,174.0,1.5,31.0,0.1,0.16999999999999998,11.100000000000001,6.0
24,Raw Fruit,3,240.0,450.0,6.1,0.7,104.7,59.0,126.0,2.6,98.0,0.09,0.12,2.9,48.0
25,Processed Meat,3,150.0,660.0,44.400000000000006,49.800000000000004,8.8,137.0,376.0,8.0,0.0,0.22999999999999998,0.54,16.200000000000003,0.0
26,Cereals,2,60.0,74.0,2.9000000000000004,0.6,15.5,106.0,0.0,2.8,0.0,0.0,0.32,3.6,0.0
27,Beef,2,85.0,124.0,13.0,4.1,9.8,10.0,69.0,0.4,13.0,0.03,0.03,5.6,0.0
28,Boiled Chicken/Beef/Pork,2,60.0,97.0,7.6,5.9,3.1,22.0,79.0,0.6,17.0,0.05,0.07,2.9000000000000004,0.0
29,Others,2,375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Chicken,2,197.0,306.0,26.6,15.9,14.0,163.0,250.0,3.6,19.0,0.06,0.11000000000000001,13.2,0.0
31,Boiled Seafood,2,150.0,24.0,5.2,0.4,0.0,14.0,47.0,0.5,37.0,0.0,0.01,1.4,0.0
32,Boiled Others,2,282.98,45.0,8.9,1.0,0.0,19.0,84.0,0.4,62.0,0.04,0.08,4.9,0.0
33,Fermented Fish,2,17.5,19.0,4.1,0.3,0.0,144.0,90.0,1.4,0.0,0.0,0.03,1.5,0.0
34,Stir-fried Vegetable,2,72.2025,31.0,2.2,0.2,5.2,44.0,34.0,0.6000000000000001,30.0,0.08,0.08,1.1,16.0
35,Boiled Leafy Vegetable,2,52.2,33.0,1.6,0.5,5.5,51.0,16.0,0.9,246.0,0.04,0.07,0.9,28.0
36,Deep-Fried Pork,1,30.0,124.0,7.0,10.6,0.1,5.0,89.0,0.4,4.0,0.21,0.05,2.9,1.0
37,Duck,1,126.9,199.0,28.9,9.3,0.0,119.0,233.0,3.2,65.0,0.18,0.38,16.9,0.0
38,Fresh Fruit,1,70.0,45.0,0.7,0.2,9.9,13.0,18.0,0.6,0.0,0.06,0.03,0.7,1.0
39,Processed Sweets,1,10.0,38.0,0.4,0.2,8.8,17.0,11.0,0.0,17.0,0.02,0.04,0.1,0.0
40,Vegetable,1,257.0,917.0,21.3,3.9,199.2,28.0,221.0,1.0,0.0,0.21,0.13,5.1,0.0
41,Braised Chicken,1,5.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Fried Chicken/Pork,1,10.0,90.0,0.0,9.9,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,Braised Fish,1,56.0,64.0,14.6,0.6,0.0,89.0,109.0,1.2,61.0,0.01,0.02,7.8,0.0
44,Roasted Pork,1,30.0,64.0,4.2,5.2,0.0,17.0,47.0,0.5,14.0,0.05,0.05,1.8,0.0
45,Roasted Chicken,1,30.0,52.8,7.8,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Stir-fried Pork/Chicken,1,23.33,29.0,4.2,0.9,0.9,3.0,35.0,0.8,2153.0,0.07,1.05,3.3,8.0
47,Juice,1,200.0,80.0,0.0,0.0,20.0,0.0,0.0,0.0,182.0,0.0,0.0,0.0,75.0
48,Boiled Fruit,1,40.0,42.0,0.4,0.4,9.2,56.0,8.0,0.3,5.0,0.02,0.02,0.4,4.0
49,Fruit,1,80.0,101.0,1.1,0.2,23.7,17.0,27.0,0.6,48.0,0.02,0.04,0.6,20.0
50,Sauteed Fish,1,22.5,35.0,6.5,0.9,0.2,46.0,39.0,0.2,0.0,0.0,0.02,2.5,0.0
51,Stir-fried Leafy Vegetable,1,20.88,8.0,0.7,0.1,1.0,19.0,13.0,1.0,90.0,0.02,0.04,0.4,6.0
52,Fish,1,66.6,85.0,6.8,5.1,2.9,117.0,131.0,0.0,12.0,0.01,0.13,4.2,0.0
